	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	featureData.symbol
ENSG00000197265	43.72816051	1.150667156	0.144485141	7.963913433	1.67E-15	3.29E-14	GTF2E2
ENSG00000154099	27.8053062	4.961511581	0.62366583	7.955400705	1.79E-15	3.51E-14	DNAAF1
ENSG00000078401	13.71839642	6.469750369	0.813825261	7.949802839	1.87E-15	3.66E-14	EDN1
ENSG00000152818	18.45676443	1.809723578	0.22814999	7.932165931	2.15E-15	4.21E-14	UTRN
ENSG00000175073	19.76295807	1.881156578	0.237236023	7.929472746	2.20E-15	4.30E-14	VCPIP1
ENSG00000134072	9.31046984	-3.269481612	0.41263078	-7.923503937	2.31E-15	4.50E-14	CAMK1
ENSG00000100591	77.90496806	1.018321337	0.128556265	7.92121127	2.35E-15	4.58E-14	AHSA1
ENSG00000005022	140.8818438	-1.027167835	0.129724373	-7.91807902	2.41E-15	4.69E-14	SLC25A5
ENSG00000144843	11.66218745	2.457506676	0.31112345	7.898815328	2.82E-15	5.45E-14	ADPRH
ENSG00000223960	7.541483445	3.328414752	0.421701678	7.892818377	2.95E-15	5.71E-14	AC009948.5
ENSG00000145016	13.22389276	2.207463201	0.279763309	7.890467166	3.01E-15	5.81E-14	KIAA0226
ENSG00000096060	14.09973533	2.088702643	0.264879955	7.885468877	3.13E-15	6.04E-14	FKBP5
ENSG00000164305	24.1538561	1.760339256	0.223326726	7.882349269	3.21E-15	6.18E-14	CASP3
ENSG00000106400	64.52098062	-1.197667626	0.152502181	-7.85344589	4.05E-15	7.76E-14	ZNHIT1
ENSG00000093072	33.24675545	1.668784707	0.212769888	7.843143245	4.39E-15	8.41E-14	CECR1
ENSG00000196189	38.63932302	1.565975642	0.199782798	7.838390782	4.56E-15	8.72E-14	SEMA4A
ENSG00000169155	33.67633455	1.318667041	0.168635072	7.819648813	5.30E-15	1.01E-13	ZBTB43
ENSG00000180596	27.06550527	1.639807434	0.210010404	7.80821998	5.80E-15	1.10E-13	HIST1H2BC
ENSG00000112419	18.38858548	1.940123881	0.248473238	7.80818046	5.80E-15	1.10E-13	PHACTR2
ENSG00000196550	8.254569066	3.669884079	0.470189646	7.80511462	5.94E-15	1.13E-13	FAM72A
ENSG00000125538	397.2658509	-3.267296118	0.41935992	-7.791150182	6.64E-15	1.26E-13	IL1B
ENSG00000050344	11.78365243	2.646039764	0.339705819	7.789209417	6.74E-15	1.27E-13	NFE2L3
ENSG00000185215	80.9570918	1.209757866	0.155353469	7.787131335	6.85E-15	1.29E-13	TNFAIP2
ENSG00000014914	39.10714768	1.766604017	0.226958357	7.783824473	7.04E-15	1.32E-13	MTMR11
ENSG00000121380	11.22289262	6.91251598	0.889235416	7.773550009	7.63E-15	1.43E-13	BCL2L14
ENSG00000136869	30.545539	1.538818988	0.198180734	7.764725452	8.18E-15	1.53E-13	TLR4
ENSG00000138119	39.67853482	1.372816138	0.176909673	7.759983454	8.49E-15	1.59E-13	MYOF
ENSG00000174444	334.1908776	-1.168048513	0.150602821	-7.755820928	8.78E-15	1.64E-13	RPL4
ENSG00000008083	30.03141608	-1.448619628	0.187677717	-7.71865544	1.18E-14	2.18E-13	JARID2
ENSG00000065427	54.57099853	1.156615756	0.149917677	7.71500584	1.21E-14	2.24E-13	KARS
ENSG00000183520	20.61322564	-1.620755234	0.210321506	-7.706084211	1.30E-14	2.40E-13	UTP11L
ENSG00000168610	77.47911034	1.056918721	0.13744841	7.689566721	1.48E-14	2.71E-13	STAT3
ENSG00000153898	8.704255823	3.04769641	0.39638381	7.688750989	1.49E-14	2.73E-13	MCOLN2
ENSG00000085265	761.2950469	1.300475467	0.169251314	7.683694961	1.55E-14	2.83E-13	FCN1
ENSG00000106591	46.9289777	1.296385852	0.168994134	7.671188469	1.70E-14	3.12E-13	MRPL32
ENSG00000128335	29.75599351	1.98014751	0.258226379	7.668261914	1.74E-14	3.18E-13	APOL2
ENSG00000102898	37.59662142	-1.242171576	0.16219213	-7.658642729	1.88E-14	3.42E-13	NUTF2
ENSG00000175482	124.0876025	-1.126472364	0.147166193	-7.654423494	1.94E-14	3.53E-13	POLD4
ENSG00000165806	28.5444057	1.920998713	0.251077701	7.651012823	1.99E-14	3.62E-13	CASP7
ENSG00000155287	9.40158352	2.736254469	0.35798131	7.643567963	2.11E-14	3.83E-13	SLC25A28
ENSG00000169385	16.84394102	2.618743889	0.34282684	7.638678151	2.19E-14	3.97E-13	RNASE2
ENSG00000197646	7.334036946	3.63964791	0.476579361	7.637023773	2.22E-14	4.01E-13	PDCD1LG2
ENSG00000108688	2140.422001	3.184385408	0.416969967	7.636965866	2.22E-14	4.01E-13	CCL7
ENSG00000047365	9.761634523	2.460611683	0.322217309	7.636497524	2.23E-14	4.02E-13	ARAP2
ENSG00000100226	12.06939273	2.061703226	0.270093481	7.633295035	2.29E-14	4.12E-13	GTPBP1
ENSG00000116001	17.23482784	1.789438651	0.234542105	7.629498568	2.36E-14	4.23E-13	TIA1
ENSG00000110079	71.37780527	2.438113961	0.319741522	7.625265386	2.44E-14	4.37E-13	MS4A4A
ENSG00000102879	90.90848437	-1.420674459	0.1863382	-7.624171857	2.46E-14	4.40E-13	CORO1A
ENSG00000163947	11.12288291	2.70431939	0.355142965	7.614734504	2.64E-14	4.73E-13	ARHGEF3
ENSG00000143466	20.08848099	2.078448888	0.273020912	7.612782737	2.68E-14	4.79E-13	IKBKE
ENSG00000110172	56.70422765	1.107762892	0.145781471	7.598790766	2.99E-14	5.33E-13	CHORDC1
ENSG00000116478	23.4569916	-1.651865753	0.21752492	-7.593915004	3.10E-14	5.52E-13	HDAC1
ENSG00000112851	42.54020212	1.386458822	0.182793862	7.584821549	3.33E-14	5.89E-13	ERBB2IP
ENSG00000125347	150.4706332	1.060555476	0.139825862	7.584830571	3.33E-14	5.89E-13	IRF1
ENSG00000214226	10.7734885	2.332172392	0.307622707	7.581275181	3.42E-14	6.05E-13	C17orf67
ENSG00000177556	188.127738	1.130166437	0.149092004	7.580328981	3.45E-14	6.08E-13	ATOX1
ENSG00000172613	17.39513195	1.758868628	0.232165905	7.575912702	3.57E-14	6.28E-13	RAD9A
ENSG00000162290	25.55180257	1.61775291	0.21371291	7.569748156	3.74E-14	6.56E-13	DCP1A
ENSG00000138376	10.01904757	2.845502902	0.37620545	7.563693994	3.92E-14	6.87E-13	BARD1
ENSG00000196628	13.80969487	2.316177293	0.306910892	7.546741922	4.46E-14	7.81E-13	TCF4
ENSG00000174695	82.79749173	-1.084442562	0.143815771	-7.540498176	4.68E-14	8.18E-13	TMEM167A
ENSG00000150093	28.06150086	-1.517714526	0.201640031	-7.526851286	5.20E-14	9.04E-13	ITGB1
ENSG00000135052	8.197437371	3.340233677	0.44484763	7.508714106	5.97E-14	1.04E-12	GOLM1
ENSG00000139180	56.06048367	1.136207373	0.151406832	7.50433358	6.17E-14	1.07E-12	NDUFA9
ENSG00000010278	169.2536556	-2.949699816	0.393622391	-7.493729727	6.69E-14	1.16E-12	CD9
ENSG00000150540	40.91651655	-1.29685986	0.173092756	-7.492282683	6.77E-14	1.17E-12	HNMT
ENSG00000169439	38.7544265	-3.637548219	0.486229152	-7.481139719	7.37E-14	1.27E-12	SDC2
ENSG00000164442	55.42081744	1.263081039	0.168867008	7.479738388	7.45E-14	1.28E-12	CITED2
ENSG00000265206	79.76705869	1.058038675	0.141537032	7.475348746	7.70E-14	1.32E-12	MIR142
ENSG00000075142	122.3323313	1.044789251	0.139818693	7.472457594	7.87E-14	1.35E-12	SRI
ENSG00000198755	514.7699288	-1.023654162	0.137092846	-7.466867836	8.21E-14	1.40E-12	RPL10A
ENSG00000166750	51.02988349	2.230106531	0.299071481	7.456767602	8.87E-14	1.51E-12	SLFN5
ENSG00000108179	177.2188645	-1.495417326	0.200911147	-7.443177495	9.83E-14	1.68E-12	PPIF
ENSG00000012061	17.71555869	-2.201678653	0.29605189	-7.436799847	1.03E-13	1.76E-12	ERCC1
ENSG00000130489	59.8589573	1.407541199	0.189295735	7.435673072	1.04E-13	1.77E-12	SCO2
ENSG00000204642	131.3328828	1.137200432	0.152989364	7.433199288	1.06E-13	1.80E-12	HLA-F
ENSG00000151726	93.06579132	1.797718447	0.242212444	7.422073025	1.15E-13	1.95E-12	ACSL1
ENSG00000163453	26.8998068	1.326687692	0.179404924	7.394934687	1.41E-13	2.40E-12	IGFBP7
ENSG00000205268	24.02186442	1.581224516	0.214032243	7.387786496	1.49E-13	2.52E-12	PDE7A
ENSG00000059728	168.9317135	1.10626452	0.150124269	7.368991884	1.72E-13	2.90E-12	MXD1
ENSG00000159399	34.26450452	1.567086236	0.21272923	7.366576925	1.75E-13	2.95E-12	HK2
ENSG00000099800	29.51980794	-1.379805884	0.187327561	-7.365738801	1.76E-13	2.97E-12	TIMM13
ENSG00000253982	42.12453936	-1.49441694	0.202949403	-7.363495128	1.79E-13	3.01E-12	CTD-2336O2.1
ENSG00000234127	17.57199941	1.78079743	0.241877369	7.362397875	1.81E-13	3.03E-12	TRIM26
ENSG00000188676	6.753518809	4.240982501	0.576728002	7.35352278	1.93E-13	3.23E-12	IDO2
ENSG00000150768	6.950757149	3.37607337	0.459350652	7.34966492	1.99E-13	3.32E-12	DLAT
ENSG00000149218	7.12529703	3.99719256	0.544995976	7.334352429	2.23E-13	3.71E-12	ENDOD1
ENSG00000103313	13.30883565	2.452255234	0.334429208	7.332658678	2.26E-13	3.76E-12	MEFV
ENSG00000095303	9.559793029	-2.673318376	0.365132096	-7.321510236	2.45E-13	4.08E-12	PTGS1
ENSG00000224397	209.4903351	-1.179226473	0.161117015	-7.319068538	2.50E-13	4.15E-12	RP11-290F20.3
ENSG00000101986	12.40819817	1.963902944	0.268622797	7.311006243	2.65E-13	4.38E-12	ABCD1
ENSG00000018280	65.16809066	-1.871589625	0.256248999	-7.303792919	2.80E-13	4.61E-12	SLC11A1
ENSG00000185753	21.05706145	1.529923038	0.20946507	7.30395304	2.79E-13	4.61E-12	CXorf38
ENSG00000167378	10.24906761	-2.796460765	0.383169891	-7.2982268	2.92E-13	4.79E-12	IRGQ
ENSG00000204525	2656.048975	1.106575679	0.152229783	7.269114206	3.62E-13	5.94E-12	HLA-C
ENSG00000204516	10.25942971	2.491831489	0.343061499	7.263512518	3.77E-13	6.18E-12	MICB
ENSG00000114013	208.7781063	1.163528844	0.160501981	7.249311404	4.19E-13	6.85E-12	CD86
ENSG00000121060	43.22802451	1.281055716	0.177027513	7.236478068	4.60E-13	7.52E-12	TRIM25
ENSG00000153071	18.31152395	-2.653040211	0.367376156	-7.221590648	5.14E-13	8.37E-12	DAB2
ENSG00000140853	11.19300138	2.003668216	0.278782447	7.187210802	6.61E-13	1.07E-11	NLRC5
ENSG00000174749	14.31422275	1.894798241	0.263950028	7.178624885	7.04E-13	1.14E-11	C4orf32
ENSG00000138688	11.51405657	2.053889752	0.286126707	7.178252515	7.06E-13	1.14E-11	KIAA1109
ENSG00000175938	18.63189794	-1.756715565	0.244759702	-7.177307171	7.11E-13	1.14E-11	ORAI3
ENSG00000052795	32.42362448	1.784246434	0.2486353	7.176158966	7.17E-13	1.15E-11	FNIP2
ENSG00000196976	19.10909702	-1.836143495	0.255908009	-7.175013808	7.23E-13	1.16E-11	LAGE3
ENSG00000087884	14.95234623	1.847922856	0.257646629	7.172315286	7.37E-13	1.18E-11	AAMDC
ENSG00000100991	24.28601145	1.44588991	0.201700291	7.168506824	7.58E-13	1.21E-11	TRPC4AP
ENSG00000151849	6.665734385	3.522541629	0.491877916	7.161414478	7.98E-13	1.27E-11	CENPJ
ENSG00000123610	266.4996308	2.656645718	0.371199568	7.15692029	8.25E-13	1.32E-11	TNFAIP6
ENSG00000244509	10.47736404	2.450211821	0.344455357	7.113292822	1.13E-12	1.80E-11	APOBEC3C
ENSG00000099968	26.41097266	1.303713128	0.183313162	7.111945024	1.14E-12	1.81E-11	BCL2L13
ENSG00000175857	120.6508999	-1.53521146	0.216322371	-7.096868674	1.28E-12	2.02E-11	GAPT
ENSG00000135677	20.07660357	1.505740642	0.212424525	7.088355917	1.36E-12	2.14E-11	GNS
ENSG00000106560	30.86066445	1.748085293	0.246621827	7.088120752	1.36E-12	2.14E-11	GIMAP2
ENSG00000124788	16.77435694	-1.968388866	0.278445018	-7.069219194	1.56E-12	2.44E-11	ATXN1
ENSG00000107796	5.452754212	3.954468173	0.559533863	7.067433153	1.58E-12	2.47E-11	ACTA2
ENSG00000170915	6.4613356	2.976462951	0.422230484	7.049379576	1.80E-12	2.81E-11	PAQR8
ENSG00000125354	44.47310397	1.091750692	0.15506824	7.040453246	1.92E-12	2.99E-11	6-Sep
ENSG00000144118	45.04737203	1.194607644	0.169938814	7.029633894	2.07E-12	3.23E-11	RALB
ENSG00000182578	20.62597422	-1.472045967	0.209512217	-7.026062686	2.12E-12	3.31E-11	CSF1R
ENSG00000163931	62.17874233	-1.310453072	0.186572701	-7.023820028	2.16E-12	3.36E-11	TKT
ENSG00000125753	135.9645072	-1.035962273	0.147511158	-7.022941765	2.17E-12	3.38E-11	VASP
ENSG00000108622	51.87377075	1.372164212	0.195717604	7.010939153	2.37E-12	3.68E-11	ICAM2
ENSG00000164088	8.625076257	-3.105230713	0.4432282	-7.005941216	2.45E-12	3.80E-11	PPM1M
ENSG00000104972	72.30684889	1.417007724	0.202794079	6.987421588	2.80E-12	4.32E-11	LILRB1
ENSG00000174837	6.562783548	3.071243129	0.439571605	6.986900641	2.81E-12	4.34E-11	EMR1
ENSG00000175634	25.11798723	-1.283626965	0.183958907	-6.977791845	3.00E-12	4.61E-11	RPS6KB2
ENSG00000198805	34.58032177	-1.820192075	0.260850236	-6.977919979	3.00E-12	4.61E-11	PNP
ENSG00000073169	19.39144899	2.760226399	0.395767872	6.974356934	3.07E-12	4.72E-11	SELO
ENSG00000074416	39.05241494	2.324281806	0.333618272	6.966890005	3.24E-12	4.97E-11	MGLL
ENSG00000136754	52.50936677	1.051125555	0.151028201	6.959796558	3.41E-12	5.21E-11	ABI1
ENSG00000129277	1510.531362	2.685287429	0.38619605	6.953171654	3.57E-12	5.45E-11	CCL4
ENSG00000091436	15.40110754	-1.977127971	0.284937702	-6.93880788	3.95E-12	6.01E-11	MLTK
ENSG00000145545	25.25027352	1.493765074	0.215880694	6.919400939	4.54E-12	6.89E-11	SRD5A1
ENSG00000182179	7.300345552	2.861800677	0.413674299	6.91800454	4.58E-12	6.95E-11	UBA7
ENSG00000170515	32.85329378	-1.135809566	0.164334214	-6.911583022	4.79E-12	7.26E-11	PA2G4
ENSG00000135124	99.25493362	1.133260924	0.164184065	6.902380722	5.11E-12	7.73E-11	P2RX4
ENSG00000109943	14.49718956	1.904199296	0.276646065	6.883160598	5.85E-12	8.80E-11	CRTAM
ENSG00000104714	30.42839959	1.11799702	0.162451323	6.882043202	5.90E-12	8.86E-11	ERICH1
ENSG00000059804	33.13966047	-1.448951112	0.210581057	-6.88072866	5.95E-12	8.93E-11	SLC2A3
ENSG00000166801	26.71065338	1.452828791	0.211422116	6.871697351	6.34E-12	9.51E-11	FAM111A
ENSG00000196329	53.72278832	1.181452426	0.172011068	6.868467474	6.49E-12	9.71E-11	GIMAP5
ENSG00000070961	72.64358523	-1.20690685	0.175752104	-6.867097594	6.55E-12	9.79E-11	ATP2B1
ENSG00000140859	17.48464578	-1.843502641	0.268612192	-6.863063904	6.74E-12	1.00E-10	KIFC3
ENSG00000173960	14.53580376	1.600023797	0.233520965	6.851735112	7.30E-12	1.08E-10	UBXN2A
ENSG00000108846	8.375276066	-2.785471765	0.406741942	-6.848253107	7.48E-12	1.11E-10	ABCC3
ENSG00000142599	9.842580513	2.107287533	0.307916147	6.843705839	7.72E-12	1.14E-10	RERE
ENSG00000245556	8.754939555	2.280578125	0.333290615	6.84261128	7.78E-12	1.15E-10	CTD-2037K23.2
ENSG00000116679	29.10426745	-1.440844558	0.210682039	-6.838952966	7.98E-12	1.18E-10	IVNS1ABP
ENSG00000166927	429.6027342	1.414164881	0.20705485	6.829904635	8.50E-12	1.25E-10	MS4A7
ENSG00000239306	19.17469917	-1.503580551	0.220314696	-6.824694756	8.81E-12	1.29E-10	RBM14
ENSG00000184979	5.73678527	5.551528235	0.813494851	6.824294253	8.84E-12	1.29E-10	USP18
ENSG00000139597	20.31870902	1.525538552	0.223979552	6.811061713	9.69E-12	1.42E-10	N4BP2L1
ENSG00000137726	9.178463814	2.256927832	0.331793671	6.802202789	1.03E-11	1.50E-10	FXYD6
ENSG00000132780	17.13561113	1.57414849	0.232447502	6.77206025	1.27E-11	1.84E-10	NASP
ENSG00000166228	35.25360224	1.20039675	0.177496437	6.762934331	1.35E-11	1.96E-10	PCBD1
ENSG00000232533	25.34763753	-1.729926963	0.256362512	-6.747971655	1.50E-11	2.17E-10	AC093673.5
ENSG00000184990	49.9352851	-1.024983935	0.152240607	-6.732657943	1.67E-11	2.41E-10	SIVA1
ENSG00000171109	8.2940875	2.491110372	0.370343852	6.726479627	1.74E-11	2.50E-10	MFN1
ENSG00000108691	10904.71558	2.373577893	0.353029358	6.723457514	1.77E-11	2.55E-10	CCL2
ENSG00000130560	12.37110344	-2.046105158	0.304387808	-6.722033889	1.79E-11	2.58E-10	UBAC1
ENSG00000136404	11.63383119	-2.533963435	0.37846762	-6.695324251	2.15E-11	3.09E-10	TM6SF1
ENSG00000131370	28.41947551	-1.709317819	0.25532852	-6.694582412	2.16E-11	3.10E-10	SH3BP5
ENSG00000124702	11.5070288	-2.00866238	0.30041628	-6.686263409	2.29E-11	3.27E-10	KLHDC3
ENSG00000083457	33.67515539	-1.399371232	0.209314157	-6.685506863	2.30E-11	3.29E-10	ITGAE
ENSG00000122557	27.64687986	1.55938414	0.233586121	6.675842428	2.46E-11	3.51E-10	HERPUD2
ENSG00000109861	543.5262917	3.894672123	0.584090791	6.667922496	2.59E-11	3.69E-10	CTSC
ENSG00000179331	10.08609014	2.061838697	0.309486707	6.662123616	2.70E-11	3.84E-10	RAB39A
ENSG00000129450	29.26858164	-1.354380976	0.203321535	-6.661276569	2.71E-11	3.86E-10	SIGLEC9
ENSG00000115738	71.68348084	-1.412587679	0.212763947	-6.639224818	3.15E-11	4.47E-10	ID2
ENSG00000174851	28.6502817	-1.26081761	0.19014005	-6.630994423	3.33E-11	4.72E-10	YIF1A
ENSG00000152749	5.107675915	3.441497244	0.519388567	6.626055058	3.45E-11	4.87E-10	GPR180
ENSG00000132832	5.05684309	4.540803453	0.686778892	6.611739971	3.80E-11	5.34E-10	RP11-445H22.3
ENSG00000186654	5.358922884	4.045215667	0.612702455	6.602251443	4.05E-11	5.69E-10	PRR5
ENSG00000068305	36.51825373	1.165427525	0.17676528	6.593079391	4.31E-11	6.05E-10	MEF2A
ENSG00000164253	22.3796137	1.29963244	0.197440669	6.58239484	4.63E-11	6.47E-10	WDR41
ENSG00000204397	802.2913889	1.178358448	0.179153015	6.577385527	4.79E-11	6.69E-10	CARD16
ENSG00000163739	128.7145215	-2.881956816	0.438333934	-6.57479741	4.87E-11	6.80E-10	CXCL1
ENSG00000088826	9.267192441	-2.59384077	0.394570694	-6.573830266	4.90E-11	6.83E-10	SMOX
ENSG00000197930	31.95828793	1.493072864	0.22721551	6.571174922	4.99E-11	6.95E-10	ERO1L
ENSG00000163328	6.721384794	2.753127108	0.419613492	6.561102449	5.34E-11	7.40E-10	GPR155
ENSG00000023902	58.30077261	1.054043964	0.160973694	6.547926813	5.83E-11	8.07E-10	PLEKHO1
ENSG00000143013	22.14727896	1.420374947	0.217224175	6.53875172	6.20E-11	8.58E-10	LMO4
ENSG00000239282	7.697245952	-3.330757656	0.509709893	-6.534614498	6.38E-11	8.81E-10	GATSL3
ENSG00000125863	55.97349434	-1.125518566	0.172616884	-6.520327199	7.02E-11	9.67E-10	MKKS
ENSG00000243649	4.913402424	5.380987375	0.825499033	6.518465992	7.10E-11	9.76E-10	CFB
ENSG00000125810	7.232133881	-4.091625584	0.627683184	-6.518615904	7.10E-11	9.76E-10	CD93
ENSG00000107581	33.11825631	-1.137915288	0.175241291	-6.49341992	8.39E-11	1.15E-09	EIF3A
ENSG00000102218	23.00046505	1.379018037	0.212907303	6.477081886	9.35E-11	1.28E-09	RP2
ENSG00000054654	18.66905497	1.471087271	0.227394624	6.469314202	9.84E-11	1.35E-09	SYNE2
ENSG00000006327	8.13523919	-3.313206376	0.512957146	-6.459031527	1.05E-10	1.44E-09	TNFRSF12A
ENSG00000166527	29.79442083	1.918872786	0.2976937	6.445795741	1.15E-10	1.57E-09	CLEC4D
ENSG00000169660	8.290297512	2.388815744	0.370652392	6.444894988	1.16E-10	1.58E-09	HEXDC
ENSG00000143110	155.6288662	-1.382755495	0.214960123	-6.432614002	1.25E-10	1.71E-09	C1orf162
ENSG00000167552	51.88942292	1.023839389	0.159196238	6.43130391	1.27E-10	1.72E-09	TUBA1A
ENSG00000240857	23.36736145	1.141800859	0.17769144	6.425750505	1.31E-10	1.78E-09	RDH14
ENSG00000119900	28.07598553	1.245370405	0.193843968	6.424602298	1.32E-10	1.79E-09	OGFRL1
ENSG00000112715	14.9074069	-3.009458761	0.468850355	-6.41880448	1.37E-10	1.86E-09	VEGFA
ENSG00000100353	50.73473706	-1.01024778	0.157568992	-6.411463101	1.44E-10	1.95E-09	EIF3D
ENSG00000132670	19.37326319	1.320174104	0.205966816	6.409644663	1.46E-10	1.97E-09	PTPRA
ENSG00000166016	4.8247495	4.412499299	0.688709327	6.406910911	1.48E-10	2.00E-09	ABTB2
ENSG00000197471	8.470555481	2.188364129	0.341835971	6.401795936	1.54E-10	2.07E-09	SPN
ENSG00000135929	46.20038843	-2.429522625	0.379694882	-6.39861832	1.57E-10	2.11E-09	CYP27A1
ENSG00000271646	11.27425748	2.297540279	0.35915549	6.397062955	1.58E-10	2.13E-09	RP11-326I11.3
ENSG00000109113	20.32985227	-1.312353517	0.205511505	-6.385790982	1.71E-10	2.28E-09	RAB34
ENSG00000130202	135.4862307	1.40218237	0.220006353	6.373372184	1.85E-10	2.47E-09	PVRL2
ENSG00000117676	14.07905036	-1.696711215	0.266493527	-6.366800858	1.93E-10	2.57E-09	RPS6KA1
ENSG00000107771	33.83084883	1.037903572	0.163378907	6.352739094	2.12E-10	2.81E-09	CCSER2
ENSG00000213977	29.15445725	-1.288609592	0.203100605	-6.344686128	2.23E-10	2.96E-09	TAX1BP3
ENSG00000257727	36.68091641	-1.008798669	0.159108147	-6.340333206	2.29E-10	3.04E-09	CNPY2
ENSG00000146094	10.10355402	-2.358990522	0.372149155	-6.338830797	2.32E-10	3.07E-09	DOK3
ENSG00000157693	6.425673558	2.558637139	0.404351659	6.327752297	2.49E-10	3.29E-09	C9orf91
ENSG00000138678	14.78674943	-1.754856468	0.277356481	-6.327079367	2.50E-10	3.30E-09	AGPAT9
ENSG00000005302	41.84218131	1.248741833	0.19796701	6.307827906	2.83E-10	3.72E-09	MSL3
ENSG00000213593	18.98595531	-1.318916687	0.209454532	-6.29691168	3.04E-10	3.97E-09	TMX2
ENSG00000093144	22.95615093	-1.36629913	0.217261143	-6.288741318	3.20E-10	4.18E-09	ECHDC1
ENSG00000196139	10.0608429	-2.400814916	0.381759085	-6.28882195	3.20E-10	4.18E-09	AKR1C3
ENSG00000135678	28.53464365	1.28991215	0.20511953	6.288587674	3.20E-10	4.18E-09	CPM
ENSG00000139974	9.576610415	-2.034350094	0.323597794	-6.286662427	3.24E-10	4.23E-09	SLC38A6
ENSG00000100558	11.25057798	-2.777384821	0.442548949	-6.275881639	3.48E-10	4.52E-09	PLEK2
ENSG00000112699	5.078916578	3.290599554	0.524554429	6.273132726	3.54E-10	4.60E-09	GMDS
ENSG00000164327	12.37637173	1.563804068	0.249379987	6.270768108	3.59E-10	4.66E-09	RICTOR
ENSG00000010322	9.236352682	-1.974370522	0.316314057	-6.241804561	4.33E-10	5.60E-09	NISCH
ENSG00000141837	4.240886308	4.316447232	0.691822245	6.239243189	4.40E-10	5.68E-09	CACNA1A
ENSG00000196664	4.240351778	4.070236084	0.652816532	6.234885124	4.52E-10	5.83E-09	TLR7
ENSG00000073737	75.91020081	1.117742619	0.179315628	6.23338095	4.56E-10	5.88E-09	DHRS9
ENSG00000139618	4.845556527	3.071855883	0.492999348	6.230953234	4.64E-10	5.97E-09	BRCA2
ENSG00000226004	4.030752896	4.676163864	0.751253913	6.224478541	4.83E-10	6.21E-09	RP11-10J5.1
ENSG00000151466	13.6187802	1.537422962	0.247186091	6.219698521	4.98E-10	6.39E-09	SCLT1
ENSG00000136874	11.7205995	1.637784931	0.263629933	6.21243921	5.22E-10	6.68E-09	STX17
ENSG00000002330	17.88135702	-1.359172292	0.219288131	-6.198111533	5.71E-10	7.30E-09	BAD
ENSG00000165175	14.42764996	-1.740049248	0.280950164	-6.193444508	5.89E-10	7.51E-09	MID1IP1
ENSG00000173846	17.67403689	-1.442172728	0.23431322	-6.154892697	7.51E-10	9.56E-09	PLK3
ENSG00000100949	13.41518096	1.564553319	0.254405134	6.149849623	7.76E-10	9.85E-09	RABGGTA
ENSG00000221869	87.99075446	1.469256898	0.239009516	6.147273649	7.88E-10	9.99E-09	CEBPD
ENSG00000170175	14.83386314	1.667761059	0.271390961	6.145234369	7.98E-10	1.01E-08	CHRNB1
ENSG00000089041	10.4508934	2.027328737	0.330169712	6.140262607	8.24E-10	1.04E-08	P2RX7
ENSG00000158470	27.67054187	1.840864079	0.299848392	6.139316161	8.29E-10	1.05E-08	B4GALT5
ENSG00000030110	15.12861008	1.679640748	0.273836693	6.133731485	8.58E-10	1.08E-08	BAK1
ENSG00000180233	9.725334604	1.754475943	0.286167198	6.130947062	8.74E-10	1.10E-08	ZNRF2
ENSG00000104783	11.22895021	-2.054390155	0.335207746	-6.128707279	8.86E-10	1.11E-08	KCNN4
ENSG00000063046	16.20227819	-1.463138539	0.23883801	-6.126070727	9.01E-10	1.13E-08	EIF4B
ENSG00000132170	8.485480052	-2.613040533	0.426717074	-6.123590293	9.15E-10	1.15E-08	PPARG
ENSG00000136758	32.63870233	1.136306074	0.185860966	6.113742435	9.73E-10	1.22E-08	YME1L1
ENSG00000225470	17.77444121	1.388209937	0.227109516	6.112513302	9.81E-10	1.22E-08	JPX
ENSG00000138135	4.005594305	5.140009233	0.841927668	6.105048487	1.03E-09	1.28E-08	CH25H
ENSG00000127946	12.86998495	-2.008720295	0.329050328	-6.104598982	1.03E-09	1.28E-08	HIP1
ENSG00000171604	13.48857626	-2.035885966	0.333694969	-6.101038839	1.05E-09	1.31E-08	CXXC5
ENSG00000198133	5.088771294	3.509705356	0.575276409	6.100902634	1.05E-09	1.31E-08	TMEM229B
ENSG00000043143	5.963921787	2.422742624	0.398049868	6.0865304	1.15E-09	1.43E-08	JADE2
ENSG00000171204	25.34960605	1.069389259	0.175728823	6.085451658	1.16E-09	1.44E-08	TMEM126B
ENSG00000118257	18.33614656	1.415426108	0.232952018	6.076041406	1.23E-09	1.52E-08	NRP2
ENSG00000253738	16.91239982	-1.519379235	0.250227673	-6.07198722	1.26E-09	1.55E-08	GS1-251I9.4
ENSG00000105520	6.195587985	-2.74410647	0.45218165	-6.06859316	1.29E-09	1.58E-08	DKFZP761J1410
ENSG00000196405	38.91635958	1.009596053	0.166499594	6.063654742	1.33E-09	1.63E-08	EVL
ENSG00000160194	10.80299855	-1.974347116	0.326020036	-6.055907298	1.40E-09	1.71E-08	NDUFV3
ENSG00000175193	24.11783201	-1.153093516	0.190489895	-6.053305441	1.42E-09	1.73E-08	PARL
ENSG00000115839	18.12452169	1.268225419	0.209592803	6.050901576	1.44E-09	1.76E-08	RAB3GAP1
ENSG00000011422	743.3181719	-1.185667291	0.196367966	-6.037987326	1.56E-09	1.90E-08	PLAUR
