gene	fold change
TXNRD1	-0.005363397
KIF3B	-0.188519853
ARF4	-0.262202295
INSIG2	-0.105524102
CAPRIN2	0.023961577
MDH1	-0.39898514
MYB	-0.071956484
NHEDC1	0.53007275
VAMP2	-0.220136743
CCDC141	0.077755773
SMAD7	-0.334019269
MRPL37	0.149697459
GABPB1	-0.044330614
AUTS2	0.246156314
DIMT1L	-0.169020788
MMD	-0.337487229
H3F3C	0.445754035
PIK3R1	-0.517695427
EPRS	-0.205456773
PM20D2	0.521513909
MAPKAPK3	-0.233618599
TGFBR3	-0.953649796
SCARNA10	0.132610226
HDAC2	-0.232135907
NT5E	0.457331399
TRIM5	1.147775401
KIAA0430	-0.270289417
SCARNA1	0.897185347
PTGFRN	-0.105759736
GALNT2	0.013356372
MLLT3	-0.488237387
LTBP3	-0.348743234
HUWE1	-0.140920688
MRPS11	-0.216777751
TDP2	-0.148749381
FAR2	1.694818421
TFAM	0.208765112
MRPL24	-0.310056503
CCDC56	-0.066886148
USP9Y	0.14751138
SLC6A16	0.359636465
ARHGEF6	-0.104532519
LARP4	0.080898343
WHSC1	-0.145173696
DNAJB14	0.220142749
FAM63A	-0.383450786
KIAA1147	-0.09738811
LOC283588	0.752589226
MRPL42	-0.148835046
DGKI	0.114841097
TIMM17A	0.222300491
GLRX	0.191498186
HSPA13	0.017350877
EZH1	-0.268401385
NQO1	0.059684597
BTG3	0.218287315
ZADH2	-0.228678754
SLC40A1	-0.156748111
TCEA3	-0.04583541
EID3	-0.139617676
SRFBP1	0.154106103
RWDD2B	-0.43557789
HRSP12	0.54425769
RBKS	-0.007961699
RAD18	-0.029103311
NHEDC2	-0.059942285
STAMBP	-0.155218309
OR11H1	1.710985227
SMAD3	-0.150502402
C18orf54	-0.005396308
MNAT1	-0.065110108
TMEM109	-0.06612287
RBPJ	-0.164584267
EMR4P	-0.299110144
PCK2	0.408874328
ESF1	-0.135245267
RRP1B	-0.225195069
ITGB1BP1	-0.112499902
GTF2H3	0.055242022
PER2	-0.048062562
RPL31	0.737711755
ADAT2	0.475720763
XRCC4	-0.104540979
MAP2K3	-0.245134172
EIF4A1	-0.084935127
NUDT9P1	0.153198491
C13orf34	0.027421317
ZNF101	-0.099383965
CNP	1.624107501
CSE1L	0.001099607
BCAT1	-0.092266358
GSTCD	-0.312195201
40610	0.039431503
GSTP1	-0.322714015
PSMA7	-0.131523845
IFT46	-0.244160992
SCFD2	0.091972878
APOBEC3G	0.001500135
KPNA4	-0.145969262
MDH2	-0.211930318
AP1G2	-0.08998491
CNOT6L	-0.409048038
ERRFI1	-0.876268244
POP7	-0.351139138
HAUS1	0.255134221
CHORDC1	-0.098102581
COPS3	-0.386194151
HELB	1.18319529
TUBB	-0.529970142
GBE1	-0.206987398
LOC401397	0.055735342
MLH1	-0.237698663
NUDCD1	0.195735576
HMHA1	-0.625887141
UTP6	-0.019971913
DAPK1	-0.142358392
HERPUD2	0.123277673
CDK5	-0.041650925
ACACA	0.034993771
SERPINB1	0.799518382
OXSM	0.062221442
PRIC285	1.746630567
STK17A	-0.178104489
OXNAD1	-0.096208643
TSPAN5	-0.032912972
C1D	-0.037776825
SUSD3	0.177303136
NUB1	1.751517519
HSD17B10	-0.209161556
VRK1	0.193981531
PSMD13	-0.289750042
PIK3R5	-0.390708458
RNU2-1	0.721172262
CEP68	-0.222170306
TRAF4	-0.019764888
PSMG3	-0.146356542
URB1	-0.09049623
SASS6	-0.048980512
PTTG1	0.33675559
NSDHL	-0.257690741
SEMA4C	-0.339424839
KLF2	-0.007966206
GPSM3	-0.155535496
COX6A1	-0.202541362
GCC2	-0.31451771
CKAP5	-0.053820364
MRRF	-0.08575584
AGK	0.095805976
ERI1	0.179866798
SLCO3A1	-0.523226866
DPH2	-0.277055774
NAE1	-0.049712743
RPIA	-0.00881238
SCARNA9	0.20943722
ASB2	0.001309424
PSMD2	-0.229014783
PSMC6	0.084828317
PTPN7	-0.384109407
FAM117A	-0.032065258
KIAA1109	-0.195005479
LGALS1	-0.123413177
BCL9L	-0.393007371
C1orf63	-0.239765015
NFKBIB	-0.161990271
EIF5B	-0.214057886
EIF2S2	0.121395117
DCTD	0.097315777
PARP2	0.327000994
RPGRIP1L	0.086950034
NUPL1	-0.210382482
CRBN	-0.204489932
SP100	1.778156275
CD247	-0.19424614
IL23A	-0.290399653
C20orf112	-0.510134747
IL1RN	0.724412618
SKP2	-0.723486638
FTSJ3	0.050028277
SFXN4	0.176391938
EBP	-0.510922444
PLGLB2	-0.142964925
FANCB	-0.078475716
LY6E	1.774493958
GSDMB	0.08412687
CDC37L1	-0.093228364
PPIAL4G	-0.09326355
RPL23	0.425899725
VTRNA1-3	-0.043727096
NFKB2	-0.239013671
COX16	0.143648124
OMA1	-0.079632952
POLR2E	-0.245251891
PDP2	0.153385177
TOM1L2	-0.356595507
PDCD5	-0.287204768
DHX32	-0.110499094
PBXIP1	-0.333050723
SLC3A2	-0.112508789
ITGB3BP	-0.161655543
ACY1	-0.042169604
PPP5C	-0.192408828
DOK5	0.148806238
ARG2	-0.053262529
GLB1L2	-0.124020331
MRPL19	0.227636894
CHD6	-0.27335213
C1orf38	0.15052577
ARNTL2	0.150736575
NOL10	0.023352765
CTNNA1	-0.346301317
RCC1	-0.309978648
METAP2	-0.125558869
SCARNA17	0.085058082
CHD2	-0.167352658
TMEM126A	0.210828757
TAS2R20	0.178555708
RFESD	0.117153604
FANCL	0.200717034
ARHGAP31	-0.176365273
IL17RA	-0.399004707
GABBR1	-0.088137027
MIR29B1	0.949612075
NOP10	-0.078552242
HAT1	-0.16893763
SOCS2	-0.436095013
ARHGAP19	-0.576740843
MPV17L2	0.159175445
SIDT1	0.947501257
PDE1B	-0.091503873
PRKD2	1.689259076
BEND3	-0.377612244
PNPLA8	0.15810497
FH	0.203606285
DDX1	-0.136733119
IPO11	-0.123550232
ERO1LB	0.312557434
FAM177A1	0.087237004
KDSR	0.039103515
IL18RAP	0.703774504
PLEKHB1	-0.00293117
RYBP	0.027407671
PAN2	-0.187789964
TLR3	0.851415368
SYT11	-0.241511453
TMEM147	-0.582419433
MINA	-0.046192747
XYLB	-0.066737514
POLR2I	-0.059405658
WSB2	0.159044284
COX17	-0.060592634
IFI16	0.885786978
ALDH18A1	-0.27265019
ERLIN1	-0.102328335
KCNK5	-0.320633436
LIPT1	-0.245100124
DNTTIP2	0.363996474
ZNF165	-0.247988704
POLR1A	-0.106682915
TMEM62	1.836152211
SH2D2A	-0.331412366
HSPA5	-0.031970009
C3orf59	-0.056291439
SLCO4A1	-0.232849915
DUS2L	-0.13750569
NDUFAF1	-0.08828151
KPNA5	0.097407921
TRIM38	1.154221422
ITGB7	-0.407200694
NOP58	-0.150468825
LRPPRC	-0.006199918
PSMD6	-0.24031467
TRUB2	-0.112777732
HPCAL4	-0.101859638
CEP170	-0.160727983
C15orf51	-0.203975747
KPNB1	0.291351246
ZBTB25	-0.324870605
AKT3	-0.215613392
PSPH	0.21353642
BZW1L1	-0.064571387
ZNF814	0.241279259
YEATS4	-0.243048579
RBX1	0.108628286
SNRK	-0.223580347
TMOD2	0.219013041
TMEM204	-0.497151727
NPHP3	-0.02234182
NAA10	0.08727728
CCDC90A	0.128393951
RPL27A	-0.128229215
PLCL2	-0.19449164
UBE2S	0.093281688
C5orf43	-0.182637364
ABCD3	-0.204645497
HAPLN3	0.628951045
C17orf48	-0.080599465
ARHGEF12	0.053759194
TXNL1	0.149396581
SGK1	-0.045116305
GINS4	0.011383043
OSBPL10	0.140348459
UTP14A	-0.114455981
C14orf2	-0.155532418
GLCCI1	-0.18854987
GEMIN5	-0.251949273
PGK1	-0.175190029
C5orf13	0.581989283
TMED8	-0.159456499
PAQR8	0.522026485
PLXDC1	-0.370394718
PDCL3	0.119343131
EXOSC9	0.145055053
AKR1A1	-0.427028405
STAT5A	-0.15305621
MYD88	1.29437442
ATP2A2	-0.046336184
FEN1	0.148689368
LLPH	0.374325772
C17orf58	0.271405801
IL29	0.16352759
HINT2	0.118954385
PI4K2B	1.850451338
PRNP	0.306222913
RABGGTB	-0.267809006
PHB2	-0.264252686
POP1	0.10939738
WDR5	-0.205580016
CCNE1	-0.114855101
SLC12A6	-0.356148696
LAP3	1.401847609
PARP12	1.648096907
MAT2A	0.010510436
CDC25C	-0.016137556
ARV1	-0.032338693
STC2	0.346737984
SFXN1	-0.213057494
TRAPPC4	-0.090457646
SLC9A7	-0.250972088
MKI67IP	-0.10413929
EIF4G1	-0.027756477
POP4	0.034925052
SLC24A6	-0.303298048
DNAJC18	-0.147669804
PRKCDBP	0.219490846
NAT10	-0.091964765
CDC123	-0.056504153
ATP1B1	-0.106148632
ZFP36L2	-0.25345521
RPP30	-0.07978859
TAS2R60	-0.06460796
C11orf10	-0.401339015
RRS1	-0.1324607
MPP1	-0.262947607
PLIN2	-0.153478586
IL2RB	-0.199055666
DHCR7	-0.398767907
RASGRF2	0.188338046
RAB33A	-0.669987078
SCARNA13	0.065294313
PPRC1	0.085595048
IDI1	0.081659429
NCAPD2	-0.449693653
TMEM66	-0.074130991
CLK4	-0.344993878
CHRNA6	0.532342812
BCS1L	-0.071886694
MAGOH	0.355933537
TRAFD1	0.849393956
MIR1977	0.900873161
P4HA1	-0.531875179
TIMM9	0.125036748
FAM162A	-0.222325234
PTPN11	-0.275268435
NDUFC2	0.093361866
ACAT1	0.091873558
LONRF1	0.557832416
FANCA	-0.069456878
NUCB2	-0.026675627
SLMO2	0.228090313
HSPC159	0.118556675
ZNF724P	0.530216265
SAE1	-0.319472964
NFKB1	-0.139204009
SPRED2	-0.033970929
PARP11	1.132069673
SLC25A22	0.116117948
SGK3	0.059426247
PTRH2	-0.259172428
PSMB1	-0.327852152
CXorf65	-0.06366721
UBR7	-0.152691819
DNAJB11	-0.234893785
LANCL2	-0.083839755
DOCK9	-0.203709527
CCDC91	-0.031194628
CAMK2D	0.111652348
C19orf66	1.713812117
ARL4C	-0.105945821
POLR1B	-0.114361636
CCDC66	0.235756536
N4BP2L1	0.092600971
SSRP1	-0.268015863
TARS	0.116625842
IL24	-0.283478294
FZD3	-0.22527473
FAM136A	0.293837131
ZNF33A	-0.056760209
LIN7C	0.067602076
TAP2	1.012560798
NUDT21	-0.470499139
C4orf21	0.281840792
TAF13	-0.026208214
METT5D1	-0.223187412
FZD6	0.055665465
H1F0	-0.013610154
MRPL39	-0.244951046
SRD5A3	-0.16314955
PKM2	-0.273599649
PEMT	0.197871402
OXCT1	0.277887307
PATL2	0.102702595
SOS2	-0.199645091
CDCA3	-0.289872375
PSME2	0.520381816
NOC3L	-0.100166165
IARS	-0.004590984
LOC648987	0.566045914
KIF4A	0.042182313
SDHB	-0.102188811
SNRNP25	-0.180782316
NUAK2	-0.256653428
LMO7	0.660198509
CCT4	-0.017699262
ADSL	-0.211349433
PDCD2L	0.306349172
PSMD12	0.124754981
RPL7L1	0.192212346
PHF1	-0.200495672
GOT2	-0.279898565
ZNF730	0.754747313
UGT2B7	1.947791106
WDR41	0.079475356
C5orf40	-0.053722827
UPRT	-0.164623039
DHX33	-0.267196324
CWH43	1.951325535
ERAL1	-0.319541731
SERINC5	-0.554841089
LOC153684	0.30776187
TMEM48	-0.063861695
PTMS	0.03449887
C9orf95	-0.050017707
POLB	0.003967258
AHCY	-0.3086767
MBIP	-0.318873302
NDUFS3	-0.564809864
C17orf96	0.424925759
CYP51A1	0.155391779
CDK2	0.172153754
INSIG1	-0.43013388
TUBA1B	0.180098411
UBA7	0.519951405
ALOX5AP	0.036143428
FHIT	0.103921901
CYC1	-0.285690254
C21orf45	0.125179531
SKA2	0.075276418
DCLRE1A	0.117462288
CCDC59	0.219072589
ATP13A3	-0.395620396
C12orf24	-0.106448522
SSBP1	-0.065718843
LDLR	0.032787373
PPP1R14B	-0.200691473
CTNS	-0.244456789
ATP2B4	-0.256874178
MCM7	-0.593702357
ITGA4	-0.245366174
BBS9	-0.258703478
ZMYM1	-0.04891728
YIF1A	-0.080880006
MAP7D3	0.132918591
E2F5	0.072505402
UBASH3A	-0.661669889
SRI	-0.218221589
EIF4A3	-0.224670451
IRF7	1.971255442
EIF3I	-0.248356751
C18orf45	-0.127847238
ATIC	-0.11344929
LOC100289668	-0.248205348
SRPRB	-0.192109175
MTCH2	-0.095284412
ITM2B	0.116083132
TMEM116	-0.061566885
UCHL3	0.063253505
CCT3	-0.25353334
VBP1	0.055886549
IGF2BP3	-0.136989523
TYW3	-0.227596074
DOCK11	-0.325883729
GBP2	0.304636
ANKRD42	-0.255153083
C9orf64	0.307053429
TMEM106C	-0.319693655
CD83	0.006215838
CA5B	-0.210952615
MIR181B1	-0.131292183
PML	1.986125811
PACS1	-0.560039612
PGD	-0.50858008
PGM2	-0.291388623
ALG8	-0.159294068
CMAH	0.573037176
GNPNAT1	-0.293410003
KLF7	-0.035910715
MAP3K1	-0.471635649
TRGV3	-0.446323196
MRPL51	-0.264989781
RNF145	-0.346449841
RALGPS2	0.206793976
TLR1	0.388376425
ZNF845	0.181440073
NDUFA9	0.564347205
MRPL28	-0.41916646
DAPP1	1.237721117
TMEM14E	0.128361622
PES1	-0.07050453
YARS	-0.26632695
AHCYL2	-0.044670371
OLA1	0.065964002
TRMT6	-0.055704017
NR2C2AP	0.040998024
MIR1974	1.109376895
PSMC3	-0.092951798
TIPARP	0.405772103
IL1R2	-0.048125266
CKAP2	-0.109452667
DSN1	0.017303704
BCCIP	0.052001007
ALDOC	-0.204402297
C4orf33	1.097299609
GLA	-0.198434828
NCL	0.172842992
ANTXR2	-0.221016871
SNRPF	0.339339352
OTUD4	0.282628029
CLK1	0.002801818
DIXDC1	0.14093717
PLEK	0.027180066
C12orf4	0.078110947
UMPS	-0.012976125
IGF2	-0.356634342
KIAA0664	0.055432072
GLO1	0.019839331
NAIP	-0.337328815
CALD1	0.405812241
GMFB	-0.11585324
IPO5	0.036848999
TSTA3	-0.132060115
LOC100128751	0.036797111
MIR186	0.309301028
POLDIP2	-0.123702189
PRDM8	-0.59013084
VDAC1	0.222843536
BTG1	-0.20582102
TNRC6B	-0.257934447
NLRC3	-0.383258265
C16orf80	-0.351207518
DDX10	0.030927628
EIF2C4	-0.337469372
SNRPB2	0.159743338
MRPS12	0.039822106
NUP155	-0.163452043
SLC35B1	-0.327680696
ARHGAP12	-0.07568981
TNFSF13B	1.348432705
RMRP	0.65793993
CPSF3	0.050600497
UQCRH	0.287816403
STARD4	-0.545803315
METTL1	-0.284925551
BRWD1	-0.241104294
CYB5A	-0.45168255
MIRLET7G	0.547059935
SERPINB8	0.07252124
SAMHD1	1.204250302
PSMA3	0.588700294
ARRDC3	-0.267049814
FAM98A	-0.200393771
RASGRP4	0.060747944
CCT7	-0.276792554
FAM96B	-0.357464786
GALT	-0.283795178
GRAMD1B	-0.231169012
CDCA7L	0.22056454
FIGNL1	-0.423440927
ITPKB	-0.651571098
EMP1	0.178664473
APBA2	-0.318139035
PRIM1	-0.434962136
RUVBL1	-0.2675203
ZNF44	-0.295016041
RHOBTB3	-0.231441221
FAM159A	-0.428059234
MRPL1	-0.25876929
ALS2CR8	-0.126642891
EXOSC8	0.142402978
RRP9	0.064160161
AK2	-0.047943247
ILF2	-0.241890903
PFAS	-0.179217615
PPM1K	2.068295297
GART	0.078350302
AKTIP	-0.490742052
ZWILCH	-0.176134988
POLR1C	-0.18546961
C19orf48	-0.039667015
GGCT	0.308562225
SGPL1	-0.306859994
TIMM10	0.09184512
XPO5	-0.078150745
NUP93	-0.19566938
PSMD11	-0.312755533
HPDL	-0.04400073
NCF4	-0.22472954
GIMAP8	0.540678138
ADCY3	-0.078194755
PARP8	0.797213647
H2AFZ	0.307107145
MYBL1	-0.248179468
C18orf55	0.245932009
LOC644714	1.077990217
CISD2	-0.230835738
SLC25A33	0.109338107
YRDC	-0.122161893
HSPE1	0.465254995
FRY	-0.329917557
PARP4	0.93470106
DUT	0.298372522
L3MBTL3	0.616623662
NDUFB6	0.504136604
PSMG1	0.370823671
TNFRSF4	-0.145850412
ISG20	2.094021575
ARHGEF3	0.092195509
ZCRB1	0.254299664
USMG5	-0.425376338
WEE1	0.654413672
NMT2	-0.213138434
KDM3A	-0.346955381
ATXN7L1	-0.303161567
RAPH1	0.075782908
RG9MTD1	-0.342495784
ADAM23	0.0494012
BYSL	-0.074566092
NR3C2	0.153538592
BOLA3	0.233853247
CAD	-0.175892297
TTLL12	-0.02834614
ZWINT	-0.129236035
TIMM8A	-0.37908414
POFUT1	-0.205206025
UGDH	-0.250178014
WHAMM	0.014141796
PARP14	1.675527598
STAT1	0.849648466
ZNF831	-0.215824191
NUP37	-0.114681637
ZNF33B	-0.114916265
MIF	-0.233035139
HSPA1L	-0.053317143
IL11RA	-0.433733865
GCET2	-0.141690273
FGD3	-0.282146309
XYLT1	-0.417388945
CYTH4	-0.365124245
ZNF367	-0.24558104
NOB1	-0.071519709
BBS2	-0.29138109
RFC5	-0.180643845
C8orf44	0.204353156
TNFSF8	0.257126815
IFITM3	2.12668791
PPIL1	-0.242782595
ARRDC2	-0.903487225
RUVBL2	-0.04899631
PNP	-0.27727498
PSMC4	-0.100372316
TRAF1	-0.083267228
CACYBP	0.089770137
PPME1	-0.424960004
CTSO	0.470499798
ADHFE1	-0.120810714
HSP90AB2P	0.508308568
LMNB1	0.392496108
TIFA	-0.121690417
KNTC1	-0.095632724
PHKA1	-0.097908946
LRRN3	-0.263421973
LRRC59	0.061909512
SFT2D1	-0.050314722
HSPA9	-0.199609782
EEF1E1	0.713522106
SAT1	2.072028205
SSBP2	0.221738761
GCSH	0.055093101
DPP3	0.063363246
GIMAP6	0.189050176
PHB	-0.53220945
SERBP1	0.02549369
COL6A3	-0.129315037
COQ3	0.131137861
C6orf125	-0.047954101
LGALS9C	2.147759913
PSMA1	-0.077041677
GTF2A2	0.296761533
PARP15	0.449004495
EXOSC4	-0.214773591
PPIF	-0.120099084
MRPS23	-0.216771314
C1orf31	0.272000077
BHLHE40	-0.086788198
LOC388955	0.336298993
PSMB7	-0.266656878
INPP4A	-0.1519859
TFB2M	-0.17145933
PSIP1	-0.268794288
NHP2	0.057400805
HAUS2	0.293106721
EIF2S1	-0.00988388
MRPL46	-0.061002497
CASP8	0.163515034
CDC14A	-0.387473063
TNIK	-0.51086996
DMC1	0.186326425
MRPL21	0.315748618
CLIC1	-0.121181601
HSP90AA1	0.124001521
SCARNA9L	0.359332956
GPSM2	0.04004957
RARS	-0.084891322
ZDHHC9	-0.047053483
WDR36	-0.112091103
ERH	-0.108647358
C5orf34	-0.066538224
SLC5A6	-0.157822782
RORA	0.058462183
PFKM	-0.159056499
RIOK1	-0.05831253
DNHD1	0.015689387
CASP10	0.881974349
KLF10	-0.004303022
C12orf75	-0.442893757
GPI	-0.284772846
HSD17B11	-0.091484797
PSMD3	-0.152273095
LSM2	0.086058619
CSRNP1	0.260678175
SC4MOL	0.155408093
GNL3	-0.044751313
GSTA4	0.334422939
ACOT13	-0.247754171
CCDC146	0.401097993
P2RY8	-0.530810329
CHMP7	-0.43423149
GPRASP1	-0.099810565
TMEM50B	-0.661652307
NFE2L3	0.300534173
PECAM1	-0.654102394
NUFIP1	-0.228435634
SLC46A3	-0.239041937
SACS	0.029674594
ANKRD55	-0.407644099
ZNF224	-0.136759153
ATHL1	-0.055713624
ALDH1B1	-0.095564604
RRP12	-0.176584166
EVL	0.162721711
DUSP2	-0.147387439
MAP2K6	-0.010809824
LRMP	-0.284350232
HAVCR2	-0.096586119
KLF12	-0.036606809
SNRPB	0.018864641
CCR7	0.204359997
MPDU1	-0.075359261
DLAT	-0.343840024
MAN1C1	0.438200011
PPA1	0.26853844
JARID2	-0.257797297
CSTF2	0.075343008
CCDC58	0.246095045
INADL	-0.337896339
BTN3A3	0.293860201
SQLE	-0.265367014
PDIA6	-0.210062196
STX11	0.148638737
GNL2	0.026672412
HSPA4	-0.032262471
CD38	2.218692018
KIFC1	-0.34209222
C6orf150	0.463346119
FURIN	0.018067201
TTN	0.134726637
CXCR5	0.379510889
MCM5	-0.188614188
REL	-0.317913058
TIAM2	0.061537754
DHX58	2.212570502
PSME3	-0.12531859
NOP14	-0.101678834
LYPLA1	-0.072146743
C6orf167	-0.019098303
KCTD7	-0.409349661
HOMER1	0.073748816
VARS	-0.076086283
KIAA0020	0.285800849
GABARAPL1	-0.350893818
GPA33	-0.040205158
RASGRP3	1.086628979
IDH3A	-0.069493279
ATP8B4	0.134449645
CHMP5	2.143310319
ZMAT1	0.258168828
RGS16	-0.242625317
MIR29C	0.378655796
TUBB2C	-0.184211707
PNPO	-0.122739948
MOV10	2.256166471
C16orf61	-0.062005995
CTDSP2	-0.602555371
GK3P	0.183603198
LOC100287852	0.006606238
CD200R1	-0.139932315
MT1X	0.387295865
UCK2	-0.036199117
PSMA4	0.038134655
GPR18	0.006638068
PGRMC1	-0.255717451
RAD54L	-0.337044089
MRPL17	0.114697305
POMP	0.216275241
ABCE1	0.267840447
TLE4	0.499336273
FOS	-0.006468769
IFITM1	1.439911794
JMJD7-PLA2G4B	-0.317313843
LRRC37B	-0.284202636
RGS1	0.914877808
EVI2A	-0.206356045
LRRC37A3	0.086571936
ATAD2	0.254294025
SCCPDH	-0.049568479
STAT2	2.288152006
PDIA5	0.013279109
PRMT1	0.093379181
MRPL3	0.014675062
ZNF238	-0.170472213
DKFZp686O24166	-0.823073321
GCNT1	0.876603164
TMEM229B	1.462227441
GTPBP4	0.066273641
BTLA	-0.317259005
PRDX3	-0.007183966
S1PR4	-0.388224362
CDKN1B	-0.184393803
SLA	-0.305766096
CLN6	-0.249649296
ITGA5	-0.609093608
PFKP	-0.070949573
GOT1	-0.169467138
TK1	0.055650705
NLRC5	0.382206718
C6orf211	-0.11612743
FANCD2	-0.101338766
SEMA4A	-0.115081659
FAM172B	0.62045776
DLEU1	-0.152872965
FBXO5	-0.133269973
EPHX2	-0.055973923
C4orf43	0.275311277
FLJ45825	-1.428031802
GRPEL1	-0.218943707
GNA15	-0.093909122
HSH2D	2.275330023
EPT1	0.085997287
GIMAP5	0.104482593
LRRC8B	-0.063709276
SOD2	0.318882963
CD52	0.054087565
ZNF83	0.200977989
BZW2	-0.026097316
CLEC2B	0.825707227
STRAP	-0.168336051
LGALS9B	2.326014905
CDC25B	-0.237549847
SNX10	0.128953458
NIP7	-0.279317934
SLC25A19	-0.005549642
PRMT3	0.173674463
DUSP5	0.381875959
LRP8	-0.180601962
BATF3	0.319257852
SLC19A2	-0.12425449
CENPO	-0.06417737
MSH5	0.093563262
NEK2	0.32717251
GPATCH4	0.00829413
SLC35F2	-0.355569343
WDR43	-0.014678964
PHF6	-0.117263766
HSD17B12	0.062857913
IRF1	-0.040120154
PCBD1	-0.19463456
PHLDA1	-0.422355576
PEA15	-0.296615653
DNAJA1	0.438841834
SCML4	0.440202179
GINS3	0.038743435
SP110	2.12748134
OIP5	-0.058677734
PRELID1	-0.042392692
TRIM21	1.420111483
GPR171	0.683001502
MAPK6	-0.269026629
CCDC41	-0.072314089
PSMB2	-0.284535503
AHSA1	0.043574915
SLC9A9	0.107332065
SELPLG	-0.595526729
TAF4B	0.194103314
PAG1	-0.393472646
BARD1	0.287610034
PSMC1	-0.232249081
SEH1L	-0.206246646
PSMC2	-0.121675561
HMBS	-0.265118892
IL10RA	-0.259444221
SGPP2	-0.694035411
ICAM1	-0.722443586
WHAMML1	0.047571855
MRPS15	-0.232444683
NCKAP1	0.228987564
VNN2	0.106063921
HSP90AB1	-0.137330028
RPP40	0.551898286
PRMT2	0.022757033
SLC25A32	-0.244447736
TOMM34	-0.400478315
AIMP2	-0.012416885
GRAP	-0.989629524
CTNNAL1	-0.129681301
PPPDE2	-0.039006153
MTMR2	-0.12935663
TXNL4A	-0.223484041
COX7B	-0.144371394
NKG7	-0.334852945
PPP4R4	-0.108294154
CD84	0.056430818
DYNC2LI1	0.133307099
GRAP2	-0.253244568
SEC11C	-0.102383121
C16orf54	-0.597466985
MGC39372	0.711597849
PNO1	-0.022367528
GTF2IRD2	-0.068161561
FLJ39639	0.074230672
CCND2	0.149709759
MYO1F	-0.497629646
IMPDH2	-0.340911862
RRP15	0.530838964
MAK16	0.088881614
NPM3	-0.095573191
POLD3	-0.027942135
MAL	-0.337267864
UTP20	0.09127706
SOCS3	0.211719522
LRRC37A2	0.027057664
HERC3	0.087953392
CYCS	-0.097870884
MIR29A	0.615286058
BNIP3L	-0.483762719
HK2	0.539139858
TMPRSS3	-0.055142967
ETF1	-0.043825172
BIN2	-0.181104693
MORN2	0.495899648
LSM3	0.324625218
ORC6L	-0.372667896
TOMM22	-0.292721677
CFL2	0.089612938
CALCOCO1	-0.101949897
SLC31A1	0.1109215
PSMD1	-0.174153282
GFI1	-0.08773601
CR1	0.154439221
CLSPN	0.328241846
TPI1	0.051549871
ZMPSTE24	-0.012370032
FARSB	-0.0392199
GARS	-0.132800121
LTV1	0.148609342
UIMC1	0.65543558
PDE7A	-0.548799557
GEN1	0.318726741
VIPR1	-0.295829837
MPP7	-0.153028857
TTC39C	-0.149852682
ST8SIA1	0.206108522
PFKFB4	-0.022717541
FBXO4	0.101691133
CYSLTR2	0.896178938
BOP1	-0.218628053
URB2	-0.008329441
FOSL2	-0.076381669
FMN1	-0.361756153
HBEGF	-0.431781393
PNRC1	0.024698197
GTF2IRD2B	-0.043728272
RASA3	-0.388679547
MAMLD1	0.174341389
GNPDA1	-0.103824635
LSM5	0.170949051
CIRH1A	-0.197702381
UTP15	0.167493904
RASGRP2	-0.202731429
MFSD2A	0.117678425
CIT	-0.073513091
PGAM4	-0.04204364
LOC338799	-0.390263179
CASP1	1.975434756
EPHA4	-0.452687444
MAP3K8	0.27981381
ZBTB32	0.492021161
BCAS3	-0.203065475
PTGER2	-0.060202619
SNRPE	0.209290327
CARD16	1.378460032
TARP	-0.279549749
SESN1	-0.192895206
SMC4	-0.063998439
RAB11FIP1	0.086831998
ATAD5	0.02052487
TRAV8-3	-0.001016244
ZNF652	-0.358788683
PTPLAD2	-0.195125507
MTHFD1	0.090418646
PLEKHA1	-0.40738895
IPO4	-0.091631059
DKC1	0.152378102
HNRNPAB	-0.019080152
RAN	0.068754178
AURKB	-0.103265972
TCP1	-0.306183776
CAMK4	-0.485368673
RBL2	-0.505712705
NME2P1	0.181166424
CCL22	-0.231153401
TIMM50	-0.317125382
HBP1	0.156602856
SLC41A2	-0.405959054
IFI35	2.539559173
LAPTM4B	-0.168062016
TIMP1	-0.269073404
PSMA2	-0.070508924
SHMT2	-0.146130709
ZNF792	-0.043852381
ELOVL6	0.144502312
CENPH	0.286110716
FLJ46020	-0.109510087
NR4A2	-0.2948141
CCDC99	0.158248917
NT5DC2	-0.295947263
TRAP1	-0.15221958
MAD2L1	0.413878794
C12orf48	0.087030796
STIP1	-0.146764596
OBFC2B	-0.234078592
CCDC86	-0.326866762
TSR1	0.291425926
TRAT1	-0.322859718
PSMB3	-0.114984544
MASTL	1.063562248
WDR76	-0.365664606
PRDX1	-0.507904223
SORD	0.175834151
RNU4-1	1.227939286
MRPL15	0.041563015
ESPL1	0.144362434
RAD51C	-0.050719128
KBTBD8	0.467988911
C3orf14	0.482052987
MIR32	-0.985961059
LDLRAP1	-0.465517195
KLHDC1	-0.04174646
SMC2	0.115199131
FAM102A	-0.701220582
CCT2	0.150788309
HMGB2	0.25031145
IL5	0.397198313
ATP5G1	-0.244393408
SLAMF1	0.097228999
PFDN4	-0.316363599
CENPQ	-0.071182831
AP1S3	0.277640868
WDR3	0.083865297
P2RY10	-0.119034631
RDX	0.301113823
TFDP1	-0.090837309
TNFSF10	1.971801832
AMY2B	-0.336847326
MRTO4	0.073319406
GPAM	1.199806165
DONSON	-0.129607637
SLC7A1	-0.111356742
STOML2	-0.239401832
KLRG1	-0.545973968
SCARNA5	0.246141429
