#gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PSMC1	1139.443186	0.401113376	0.021807465	18.39339806	1.48E-75	5.88E-75
ACBD3	881.2573624	0.309275019	0.016815194	18.39259286	1.51E-75	5.97E-75
PIBF1	182.7463776	0.495282665	0.026932693	18.38964479	1.59E-75	6.30E-75
EXOSC2	139.6678054	0.930610068	0.050606245	18.3892337	1.60E-75	6.35E-75
LOC654841	8.058840994	0.826422927	0.044962633	18.38021663	1.89E-75	7.49E-75
ZNF121	314.3606539	0.742878504	0.040418649	18.37959744	1.91E-75	7.58E-75
ERCC4	188.2313444	0.519043058	0.028241115	18.37898588	1.94E-75	7.66E-75
ZNF92	343.3635173	-0.605088775	0.032931013	-18.37443569	2.10E-75	8.33E-75
LACTB	3165.840212	-0.48896413	0.026617319	-18.37014981	2.28E-75	9.01E-75
RBM6	1216.656191	0.38965366	0.021215204	18.36671796	2.43E-75	9.60E-75
PITPNM1	698.4532851	0.627312799	0.034174666	18.3560771	2.95E-75	1.17E-74
AX747850	19.68761355	1.527511049	0.083217091	18.35573706	2.97E-75	1.17E-74
ATP5O	1256.851539	0.455972455	0.024845215	18.35252567	3.15E-75	1.25E-74
SLC33A1	719.563743	0.42236781	0.023017158	18.35012882	3.29E-75	1.30E-74
CCNB1IP1	129.3152504	0.894933924	0.048784135	18.34477398	3.63E-75	1.44E-74
KIAA1161	1162.210155	1.549486978	0.084477282	18.34205536	3.82E-75	1.51E-74
VPS37C	583.3730588	0.733927358	0.040015712	18.34097943	3.90E-75	1.54E-74
LIN7A	121.1726207	1.59008158	0.086700392	18.33995846	3.97E-75	1.57E-74
EHBP1	253.2509344	-0.605389514	0.033013159	-18.3378244	4.13E-75	1.63E-74
PMS2	123.7891611	0.700762527	0.038216374	18.33670902	4.22E-75	1.66E-74
CD3EAP	25.27763898	1.323937559	0.072215246	18.33321399	4.50E-75	1.77E-74
UQCR10	663.3681203	0.471665541	0.025728697	18.33227452	4.57E-75	1.80E-74
ANAPC5	856.6684837	0.630633818	0.034400734	18.3319875	4.60E-75	1.81E-74
TUBGCP5	170.1688668	0.760529371	0.041487878	18.33136354	4.65E-75	1.83E-74
DYNLL2	902.4115234	0.459592722	0.025077729	18.32672847	5.06E-75	2.00E-74
RPL17-C18orf32	3318.226743	0.582129941	0.031764037	18.32669864	5.07E-75	2.00E-74
KLF2	37.89180912	2.22666134	0.121545861	18.31951596	5.78E-75	2.28E-74
CDKL1	184.4924047	-0.655930205	0.035819445	-18.31212628	6.62E-75	2.61E-74
RAN	2981.437672	0.505840354	0.027629031	18.30829143	7.11E-75	2.80E-74
TSPAN15	1088.903008	1.287537624	0.070363434	18.29839102	8.52E-75	3.35E-74
NUDCD2	245.901436	0.484516072	0.02648962	18.2907899	9.80E-75	3.86E-74
STXBP1	101.4350662	1.299762368	0.071063196	18.2902323	9.90E-75	3.89E-74
BRPF1	522.3918869	0.449759281	0.024593194	18.2879575	1.03E-74	4.06E-74
IL6R	3189.461939	-0.602224796	0.032936918	-18.28418789	1.11E-74	4.35E-74
SPTY2D1	777.1954637	0.357866566	0.019573797	18.28294041	1.13E-74	4.45E-74
ALG3	224.7443789	0.734177074	0.040156666	18.28281954	1.13E-74	4.46E-74
PLSCR3	221.1441234	0.656005498	0.035883334	18.28162036	1.16E-74	4.55E-74
RABL2A	46.41003297	0.916489496	0.050139764	18.27869597	1.22E-74	4.80E-74
IMMT	1739.390483	0.404793413	0.022149459	18.27554418	1.30E-74	5.09E-74
MRPS18B	455.5533847	0.504470912	0.027606587	18.27357043	1.34E-74	5.28E-74
ULK2	228.2478739	0.841598341	0.046058525	18.27236866	1.37E-74	5.39E-74
TMEM139	39.15178641	-2.100043292	0.114931468	-18.2721349	1.38E-74	5.41E-74
SNHG17	70.28895283	1.11363881	0.060948747	18.27172612	1.39E-74	5.45E-74
MT1F	13.18038313	-1.875883788	0.102672441	-18.27056765	1.42E-74	5.57E-74
TMEM252	5.287630832	-3.730487462	0.204315477	-18.25846737	1.77E-74	6.95E-74
TSPAN14	2968.24911	-0.733293528	0.040162496	-18.25816627	1.78E-74	6.99E-74
RPS6KB1	577.4507214	0.333948032	0.018292919	18.25559047	1.87E-74	7.32E-74
PARP16	63.73516766	0.970366063	0.053155715	18.25515977	1.88E-74	7.38E-74
JMJD4	108.0661976	0.658644132	0.036087778	18.25116904	2.03E-74	7.93E-74
CCT2	1158.759108	0.699055285	0.038303342	18.25050376	2.05E-74	8.03E-74
GOT2	715.4418128	0.791064927	0.043345137	18.2503734	2.05E-74	8.05E-74
DGCR14	178.7821398	0.438644266	0.024039549	18.24677591	2.19E-74	8.59E-74
FARSB	223.2723046	1.110705355	0.060873101	18.24624253	2.22E-74	8.68E-74
YOD1	237.5456741	0.608762983	0.033364193	18.24599778	2.23E-74	8.71E-74
KRBOX4	69.31043831	0.68234626	0.037401177	18.2439783	2.31E-74	9.04E-74
ADI1	1449.814382	0.521112503	0.028570625	18.2394509	2.51E-74	9.82E-74
DNAJC3	2254.523926	0.341283524	0.018717854	18.2330473	2.82E-74	1.10E-73
GSPT2	131.1206056	0.479076853	0.026281548	18.22863936	3.06E-74	1.20E-73
C19orf25	215.4010449	0.39443645	0.021639591	18.22753723	3.12E-74	1.22E-73
XLOC_002560	1110.691535	0.262996136	0.014434117	18.22045234	3.55E-74	1.39E-73
GJA4	22.20764922	-2.217697935	0.121722113	-18.2193512	3.62E-74	1.42E-73
ADRB2	93.57563156	-1.833544135	0.100640598	-18.21873251	3.67E-74	1.43E-73
SMARCC1	1257.880555	0.719180604	0.039483865	18.21454419	3.96E-74	1.55E-73
SUGP1	301.3254672	0.292136121	0.016041838	18.21088792	4.23E-74	1.65E-73
MED8	502.8912906	0.27552831	0.015135863	18.20367371	4.83E-74	1.88E-73
IPO9	834.5421559	0.441387838	0.024248828	18.20244022	4.94E-74	1.93E-73
DDX41	661.8825499	0.439960571	0.024172169	18.2011212	5.06E-74	1.97E-73
KATNB1	185.5533979	0.662732267	0.036412949	18.20045587	5.12E-74	2.00E-73
FAM198B	1603.78604	1.057885271	0.058138863	18.19583685	5.57E-74	2.17E-73
MRPL10	308.5572286	0.413729763	0.022739626	18.19422031	5.73E-74	2.24E-73
ZNF106	2518.49723	0.316289878	0.017386556	18.19163453	6.01E-74	2.34E-73
CUBN	4.590260882	1.904397589	0.104698816	18.1892944	6.27E-74	2.44E-73
FOXF1	64.19140631	-5.327045806	0.293020314	-18.1797833	7.46E-74	2.91E-73
UROD	511.6690064	0.676309562	0.037213401	18.17381772	8.32E-74	3.24E-73
ODC1	613.7326212	0.874511356	0.048122383	18.17265262	8.50E-74	3.31E-73
MAZ	687.0853148	0.826403231	0.045475734	18.17239991	8.54E-74	3.32E-73
URB2	135.317675	0.951653651	0.052378939	18.16863155	9.15E-74	3.56E-73
CCNL2	705.1420537	0.43198496	0.0237781	18.16734548	9.36E-74	3.64E-73
DHODH	44.75179236	1.128528805	0.062120562	18.16675137	9.46E-74	3.68E-73
NDUFS3	854.4635061	0.554126901	0.030506002	18.16452047	9.86E-74	3.83E-73
INPP5A	80.21150695	0.878393282	0.048359626	18.16377345	9.99E-74	3.88E-73
TMEM45B	526.2377494	1.945780693	0.107129074	18.16295638	1.01E-73	3.94E-73
RAP1A	3145.283847	0.488435844	0.026894876	18.16092591	1.05E-73	4.09E-73
STAM	400.785831	0.554256982	0.030523527	18.15835323	1.10E-73	4.28E-73
CLDN12	165.9571572	0.615078664	0.033873913	18.15788636	1.11E-73	4.32E-73
FGF8	87.06027727	0.904494897	0.049817686	18.15610024	1.15E-73	4.46E-73
ATG4D	179.0666254	0.488268337	0.026895086	18.15455554	1.18E-73	4.59E-73
ZKSCAN7	34.71116203	0.689947617	0.038004739	18.15425222	1.19E-73	4.61E-73
PSMG1	194.8382406	0.867202946	0.04777209	18.15292049	1.22E-73	4.72E-73
TMEM251	268.2282664	1.098887728	0.060535319	18.15283613	1.22E-73	4.73E-73
FZR1	436.0717199	0.372608907	0.020531517	18.14814289	1.33E-73	5.15E-73
COMMD5	482.5466884	0.364748701	0.020103605	18.14344734	1.45E-73	5.61E-73
LOC100132247	333.9570001	0.726499655	0.040050026	18.13980495	1.55E-73	5.99E-73
CD274	33154.28161	-0.77240415	0.042582835	-18.13886168	1.57E-73	6.10E-73
SHROOM2	67.07198662	3.111023798	0.171528187	18.13709956	1.62E-73	6.29E-73
PMS2CL	181.1924643	0.533907234	0.029447777	18.13064618	1.83E-73	7.07E-73
RPL13A	8268.264516	0.626979392	0.034582762	18.12982412	1.85E-73	7.18E-73
GNPDA2	134.2252031	0.60293217	0.033267683	18.12366007	2.07E-73	8.03E-73
SCO1	624.7328225	-0.548131732	0.030246741	-18.1220097	2.14E-73	8.27E-73
AARS2	206.1994446	0.581728499	0.032112331	18.11542406	2.41E-73	9.32E-73
CATSPER1	12.26493882	1.203400831	0.066430268	18.11524871	2.42E-73	9.35E-73
MRPL46	153.9643817	0.572394827	0.031605583	18.11056067	2.63E-73	1.02E-72
C17orf89	56.66062541	0.878969541	0.048534647	18.11014607	2.65E-73	1.03E-72
XRCC5	4960.169877	0.418579846	0.023117762	18.10641763	2.84E-73	1.10E-72
PIAS4	147.0534349	0.397723678	0.021967565	18.10504122	2.91E-73	1.12E-72
SLIRP	285.7078799	0.431746208	0.023848653	18.10358878	2.99E-73	1.15E-72
EMC7	1044.309036	-0.322918977	0.017843696	-18.09709012	3.36E-73	1.30E-72
BC047373	9.496210406	2.078035325	0.114853265	18.0929582	3.62E-73	1.40E-72
STX12	3496.774223	-0.510701424	0.028227596	-18.09227512	3.67E-73	1.42E-72
C9orf69	278.5404817	0.664463157	0.036730883	18.09004056	3.82E-73	1.47E-72
TXNDC15	474.1606142	0.37118868	0.020521453	18.08783639	3.97E-73	1.53E-72
ISCU	948.5703702	0.58312353	0.032238518	18.08778936	3.98E-73	1.54E-72
POLR2J	366.6733476	0.415118852	0.022950764	18.08736556	4.01E-73	1.55E-72
MUTYH	78.47257665	0.81208583	0.044906467	18.0839393	4.26E-73	1.65E-72
TMEM184A	363.3106475	-0.621592998	0.034374256	-18.08309659	4.33E-73	1.67E-72
C14orf119	1360.644672	0.471629254	0.026083385	18.08159684	4.45E-73	1.72E-72
NUMBL	115.5713427	0.859591826	0.04754	18.08144358	4.46E-73	1.72E-72
PHB	778.2759293	0.631684302	0.034960003	18.06877138	5.62E-73	2.16E-72
IBA57	151.6878799	0.426984071	0.023635925	18.06504578	6.01E-73	2.31E-72
MINOS1	971.2617129	0.374296676	0.020723332	18.06160689	6.39E-73	2.46E-72
GMPS	700.8189605	0.507544002	0.028104743	18.05901608	6.70E-73	2.58E-72
SBDSP1	168.4308682	0.746160727	0.04132252	18.05699952	6.95E-73	2.68E-72
PMFBP1	73.65763192	0.935582474	0.051833102	18.04990309	7.90E-73	3.04E-72
MRPS9	167.2223326	0.77501044	0.04294891	18.04493834	8.65E-73	3.33E-72
ZNF346	87.06069135	0.674515548	0.037380695	18.04448924	8.72E-73	3.35E-72
ZBTB26	368.3028858	0.432932044	0.023993143	18.04399068	8.80E-73	3.38E-72
WDR67	392.0017155	-0.765855516	0.042446875	-18.04268295	9.01E-73	3.46E-72
MVB12A	63.00445064	-1.012433172	0.056116178	-18.0417342	9.16E-73	3.52E-72
RNPS1	1070.019548	0.391890171	0.02172414	18.03938685	9.56E-73	3.68E-72
NDUFAF7	106.2511911	0.497099836	0.027560588	18.03661922	1.01E-72	3.86E-72
NDOR1	479.8579146	0.465632515	0.025818639	18.03474257	1.04E-72	4.00E-72
XLOC_007402	60.48544236	-0.872589702	0.048386416	-18.03377428	1.06E-72	4.06E-72
MAP7	154.5420186	1.447218485	0.08026914	18.02957499	1.14E-72	4.38E-72
DPP8	1048.025157	0.253972113	0.014089666	18.02541775	1.23E-72	4.73E-72
CRTC2	700.5662618	0.303049904	0.016815464	18.02209567	1.31E-72	5.02E-72
NF1	1961.684453	-0.403556259	0.022396033	-18.01909587	1.38E-72	5.30E-72
GOLGA2	761.3184217	0.280654749	0.015575493	18.01899608	1.38E-72	5.30E-72
SKIV2L	909.2517752	0.457392668	0.025388453	18.01577515	1.47E-72	5.62E-72
PUS7L	325.360293	0.561317889	0.031160971	18.01349142	1.53E-72	5.86E-72
NUP107	1091.719738	0.866577059	0.048110779	18.01211875	1.57E-72	6.00E-72
GPR20	25.67771185	2.341026888	0.13005489	18.00029882	1.94E-72	7.43E-72
NEIL2	74.4459681	0.711180523	0.039513367	17.99847949	2.00E-72	7.67E-72
CCT4	2086.649907	0.436343632	0.024243858	17.9981105	2.02E-72	7.72E-72
USP32	1606.448019	0.288805444	0.016047179	17.99727188	2.05E-72	7.84E-72
XLOC_005514	38.60702384	0.854021725	0.047475411	17.98871701	2.39E-72	9.15E-72
SAMD4B	477.3630334	0.472517337	0.026280848	17.97953156	2.82E-72	1.08E-71
CLINT1	1919.83075	0.435503164	0.024224557	17.97775549	2.91E-72	1.11E-71
ATG16L2	449.1823163	1.035388215	0.05760159	17.97499361	3.06E-72	1.17E-71
SNED1	45.28398048	0.815547074	0.045379027	17.97189423	3.23E-72	1.24E-71
SP4	225.3273179	-0.684175246	0.038071331	-17.970878	3.29E-72	1.26E-71
RHOT1	820.2105197	0.365228387	0.0203243	17.97003554	3.35E-72	1.28E-71
NKAP	243.5212334	0.343975791	0.019142819	17.96892034	3.41E-72	1.30E-71
ZNF628	29.78678444	0.794355676	0.044225531	17.96147274	3.90E-72	1.49E-71
RPUSD1	119.6109378	0.701959306	0.039087727	17.95856033	4.11E-72	1.57E-71
TCEA1	1394.004709	0.343233586	0.019116303	17.95501914	4.38E-72	1.68E-71
MTHFD1L	244.1030554	1.124066301	0.062623391	17.94962354	4.83E-72	1.85E-71
NUFIP1	85.31442821	0.708624439	0.039480353	17.94878677	4.91E-72	1.87E-71
GALNT6	942.7454489	-0.607842735	0.03386696	-17.94795688	4.98E-72	1.90E-71
ATP5L	1700.822254	0.369943101	0.020617371	17.94327209	5.42E-72	2.07E-71
FAM207A	70.51694884	0.904258123	0.050396011	17.94304967	5.44E-72	2.08E-71
CREB3L4	45.92969261	0.93538707	0.052138063	17.94057962	5.69E-72	2.17E-71
XLOC_005513	181.6725559	0.454596627	0.025343588	17.93734268	6.03E-72	2.30E-71
BTK	3487.448633	-0.443345031	0.02472181	-17.93335659	6.47E-72	2.47E-71
PTBP1	2935.791545	0.377755483	0.021067313	17.93088137	6.77E-72	2.58E-71
ADAM12	1513.725557	2.07222943	0.115613841	17.92371411	7.70E-72	2.94E-71
NME6	339.2859218	0.437675048	0.024419712	17.92302254	7.80E-72	2.97E-71
TP53I13	361.1408062	0.540509974	0.030158754	17.92215841	7.92E-72	3.02E-71
ALDH4A1	264.393557	0.813399631	0.045389568	17.92040898	8.17E-72	3.11E-71
CA2	338.8290941	1.789533962	0.099868815	17.9188464	8.41E-72	3.20E-71
EHMT2	504.5796301	0.73354271	0.040939405	17.91776696	8.57E-72	3.26E-71
DHX57	190.1378375	0.724907319	0.040492965	17.90205601	1.14E-71	4.33E-71
C9orf114	170.1646621	0.66187902	0.036972712	17.90182483	1.14E-71	4.34E-71
STAMBPL1	267.8408337	-1.513112904	0.084525684	-17.90122042	1.15E-71	4.39E-71
FOXP1	775.1318419	-0.498658468	0.027862017	-17.897429	1.23E-71	4.70E-71
PRKDC	2252.079473	0.824402669	0.046073267	17.89329746	1.33E-71	5.06E-71
FMNL3	2934.70689	0.872554692	0.048766417	17.89253239	1.35E-71	5.13E-71
ANP32B	1311.262118	0.754475671	0.042169247	17.89160868	1.37E-71	5.21E-71
WDR31	12.05703916	1.295440935	0.072436456	17.88382555	1.58E-71	5.99E-71
FAM160B2	435.6254396	0.474328026	0.026524482	17.88264991	1.61E-71	6.12E-71
DDX6	2638.929835	0.367057552	0.020528958	17.87998922	1.69E-71	6.42E-71
ENDOV	39.81309454	0.777021148	0.04346945	17.87510878	1.84E-71	7.00E-71
ACO2	2468.88188	0.57627796	0.032246305	17.87113178	1.98E-71	7.52E-71
KCNC4	26.17417955	1.067319155	0.059732528	17.86830704	2.08E-71	7.90E-71
KCNAB2	1267.098027	1.232469254	0.068986766	17.86529983	2.20E-71	8.34E-71
ARL14EP	495.0682402	0.60812009	0.03404202	17.86380723	2.26E-71	8.56E-71
PLEKHM1P	97.770608	0.719579356	0.040294699	17.85791608	2.51E-71	9.52E-71
DGKZ	994.2894799	0.602906809	0.0337653	17.8558108	2.60E-71	9.88E-71
NOD2	738.8775501	-1.556880772	0.087218473	-17.85035569	2.87E-71	1.09E-70
NDUFV2	2193.438997	0.405821146	0.022734745	17.85026174	2.88E-71	1.09E-70
SHPK	175.8448843	1.022108307	0.057267681	17.84790811	3.00E-71	1.14E-70
MAD1L1	394.636603	0.561759799	0.031475288	17.84764602	3.01E-71	1.14E-70
EBNA1BP2	230.8210277	0.919020444	0.051499633	17.84518436	3.15E-71	1.19E-70
AK094985	42.45766993	-0.668919116	0.037503368	-17.8362413	3.70E-71	1.40E-70
SRRD	131.1510194	0.550925977	0.030892691	17.83353788	3.88E-71	1.47E-70
SHARPIN	291.2899801	0.420908406	0.023603721	17.83229024	3.97E-71	1.50E-70
PSMA7	1693.068801	0.364424602	0.020441087	17.82804379	4.28E-71	1.62E-70
DCTN2	1217.034471	0.30579687	0.017155702	17.82479479	4.54E-71	1.72E-70
MSANTD3	781.1582786	1.153814056	0.064743279	17.82137184	4.82E-71	1.82E-70
AK123263	35.99330256	1.075879322	0.060379877	17.81850787	5.08E-71	1.92E-70
EIF3I	1396.478233	0.413045699	0.023181774	17.81769158	5.15E-71	1.95E-70
ZDHHC16	280.0611008	0.41051228	0.023042297	17.81559709	5.35E-71	2.02E-70
PANK1	35.33524605	0.955167987	0.053616071	17.81495677	5.41E-71	2.04E-70
ZFYVE19	243.0683703	0.571725184	0.032094315	17.81390831	5.51E-71	2.08E-70
TDG	988.7217977	0.393660005	0.022099428	17.81313112	5.59E-71	2.11E-70
DGKD	283.223594	0.792929817	0.044521429	17.81007094	5.90E-71	2.23E-70
IP6K1	712.448373	0.368779082	0.020706596	17.80973954	5.94E-71	2.24E-70
TENC1	24.79254155	1.412291548	0.079299901	17.80949942	5.96E-71	2.25E-70
SIRPA	9657.847152	0.619914101	0.034823392	17.80165767	6.86E-71	2.59E-70
XLOC_008955	460.0987026	0.436698113	0.024537323	17.79730042	7.42E-71	2.80E-70
SLC4A1AP	1091.9069	0.286131415	0.016079718	17.79455388	7.79E-71	2.94E-70
HSPG2	454.6261316	1.161275399	0.065262731	17.79385234	7.89E-71	2.97E-70
CACTIN	158.3988569	0.645049086	0.03626043	17.78933893	8.55E-71	3.22E-70
TYRO3	6.167050435	1.568886818	0.088204352	17.78695479	8.92E-71	3.36E-70
DDX19A	919.0599206	0.281826948	0.015848084	17.78302923	9.57E-71	3.61E-70
SPG7	493.7339631	0.472854363	0.02659084	17.78260362	9.64E-71	3.63E-70
CRY2	262.1751803	0.387637397	0.021799727	17.78175478	9.79E-71	3.69E-70
SUPT6H	2392.797734	0.261813532	0.014726605	17.77826872	1.04E-70	3.92E-70
ZSWIM1	121.5275774	0.399598359	0.022480017	17.77571422	1.09E-70	4.10E-70
ZBED5	541.996917	0.3757013	0.021137036	17.77454959	1.11E-70	4.19E-70
C16orf93	32.37170743	1.074549262	0.060455931	17.77409163	1.12E-70	4.22E-70
AGAP4	127.3996821	0.735467489	0.041391408	17.76860263	1.24E-70	4.66E-70
TM9SF2	7053.583857	-0.43396176	0.02442609	-17.76632103	1.29E-70	4.85E-70
SUPT20H	948.9934673	0.366620633	0.02063676	17.7654165	1.31E-70	4.93E-70
RNF6	1198.537285	0.259762425	0.014623676	17.76314101	1.36E-70	5.13E-70
SWT1	614.9633305	-0.855537492	0.048167511	-17.7617127	1.40E-70	5.26E-70
TMSB10	35824.75299	-0.46170729	0.025994513	-17.76172115	1.40E-70	5.26E-70
GPR153	53.62456249	1.044592067	0.058820299	17.7590405	1.47E-70	5.51E-70
ELP3	487.8190277	0.41627754	0.023440395	17.75898151	1.47E-70	5.52E-70
PPIF	868.9450273	0.993582273	0.055956186	17.75643324	1.54E-70	5.77E-70
CCDC167	83.85546618	0.824694765	0.046452823	17.75338314	1.62E-70	6.09E-70
SWI5	48.36460906	0.650657399	0.036649928	17.75330628	1.62E-70	6.10E-70
FBXL19	56.84676662	0.727194707	0.040963888	17.75209207	1.66E-70	6.23E-70
TSEN15	458.3028192	0.452862416	0.025511189	17.75152107	1.68E-70	6.30E-70
EIF2D	291.7604193	0.61774876	0.034809966	17.74631922	1.84E-70	6.90E-70
ENO1	19850.96775	0.475160293	0.026776595	17.74535893	1.87E-70	7.02E-70
ANKRD39	27.84481352	1.095722902	0.061764245	17.74040805	2.04E-70	7.67E-70
ZBED3	7.754896181	1.273906736	0.071812868	17.73925442	2.09E-70	7.82E-70
NFATC2IP	947.6906154	-0.443954174	0.025028476	-17.73796249	2.14E-70	8.00E-70
PEX5	161.8031985	0.662134828	0.037329668	17.73749593	2.15E-70	8.07E-70
SCAND2P	60.67794216	0.697282314	0.039315278	17.73565754	2.22E-70	8.34E-70
MAP3K4	1328.342469	0.95468788	0.053839056	17.73225505	2.36E-70	8.85E-70
CUEDC2	330.0201317	0.41269551	0.023276129	17.73041869	2.44E-70	9.15E-70
PPP1R12A	2360.224918	0.362979499	0.020478516	17.72489284	2.69E-70	1.01E-69
EWSR1	4506.124406	-0.244659077	0.013804359	-17.72332017	2.77E-70	1.04E-69
CUL3	1136.056917	0.270205551	0.015249267	17.71924826	2.98E-70	1.11E-69
NDUFA13	972.5532858	0.404692497	0.02284018	17.71844597	3.02E-70	1.13E-69
XLOC_006908	6.953365925	1.62974672	0.091982624	17.71798469	3.05E-70	1.14E-69
TNIK	1055.821648	-1.297174862	0.07321525	-17.71727707	3.08E-70	1.15E-69
ZNF549	134.0117272	0.478889765	0.027030377	17.71672526	3.12E-70	1.16E-69
C16orf52	188.6783397	0.533243999	0.030109644	17.71007316	3.51E-70	1.31E-69
AGBL2	6.608047015	-1.939278198	0.109506733	-17.7092142	3.56E-70	1.33E-69
ATXN2	380.9821157	0.282571948	0.015957191	17.70812644	3.63E-70	1.36E-69
MAPK3	215.4256714	0.682317457	0.038536164	17.7058997	3.78E-70	1.41E-69
PEX13	193.9350256	0.390719894	0.022072623	17.70156134	4.08E-70	1.52E-69
DNAH3	132.4013152	1.183421742	0.066896798	17.69026001	4.98E-70	1.86E-69
PYGO2	340.8670547	0.572889805	0.032393721	17.68521134	5.45E-70	2.04E-69
APOBEC3H	37.02903724	-1.692081835	0.09568666	-17.68357086	5.61E-70	2.09E-69
CHST10	36.24837679	1.510128944	0.08539754	17.68351802	5.62E-70	2.10E-69
XLOC_009515	542.4025325	1.933383685	0.109341058	17.68213807	5.76E-70	2.15E-69
PLIN2	757.7421778	0.957464857	0.054151308	17.68128763	5.84E-70	2.18E-69
MTSS1L	63.74595057	1.246726526	0.070520663	17.67888273	6.10E-70	2.27E-69
PNN	782.9594806	0.596291604	0.033729894	17.67843075	6.15E-70	2.29E-69
TFDP1	811.0536815	0.675009406	0.038186735	17.6765413	6.36E-70	2.37E-69
LAMTOR3	1181.44189	0.357615202	0.020237158	17.67121692	6.99E-70	2.60E-69
ZNF343	77.45657956	0.579343345	0.032785618	17.67065504	7.06E-70	2.63E-69
NDUFS6	286.149195	0.460584339	0.026066755	17.66941576	7.21E-70	2.69E-69
FFAR3	8.382807458	2.661281593	0.150634401	17.66715682	7.51E-70	2.80E-69
AJUBA	3.116325616	2.098251471	0.11881546	17.65975125	8.56E-70	3.19E-69
ZNF345	38.20506635	0.736788555	0.041723101	17.65900736	8.68E-70	3.23E-69
CHTOP	981.6885408	-0.243532949	0.013800514	-17.64665798	1.08E-69	4.02E-69
PGAM5	296.7911991	0.63238483	0.035839705	17.64481103	1.12E-69	4.15E-69
VAT1	1891.878919	1.214737973	0.068924349	17.62422114	1.61E-69	5.97E-69
TUBA4A	249.700764	1.422610815	0.080724925	17.62294369	1.64E-69	6.11E-69
RUVBL1	159.069945	1.209204746	0.068620967	17.62150546	1.68E-69	6.26E-69
MRPS10	573.5573577	0.362970775	0.020602738	17.61759874	1.81E-69	6.71E-69
ALKBH4	122.7703492	0.48425197	0.027489031	17.61618946	1.85E-69	6.88E-69
GXYLT1	454.8777922	0.409674932	0.023258964	17.61363643	1.94E-69	7.19E-69
NCKIPSD	343.9711581	0.682065853	0.038724039	17.61349974	1.94E-69	7.21E-69
CEBPA-AS1	59.65170684	1.702292618	0.096662115	17.61075282	2.04E-69	7.57E-69
NOL9	156.882765	0.476803115	0.027087568	17.6022857	2.37E-69	8.78E-69
RB1	5442.698204	-0.638398331	0.036270252	-17.60115513	2.41E-69	8.96E-69
HKR1	25.12189294	0.693967321	0.039435349	17.5975953	2.57E-69	9.54E-69
TCHP	200.2836277	0.503518055	0.028617017	17.59505721	2.69E-69	9.97E-69
DTD1	214.6507248	0.541577178	0.030782769	17.59351738	2.76E-69	1.02E-68
FAU	2008.135554	0.379683023	0.021582266	17.59236156	2.82E-69	1.05E-68
ITGAV	5130.385397	1.116963808	0.063513066	17.58636256	3.13E-69	1.16E-68
RAD17	256.0896234	0.479677748	0.027277867	17.5848699	3.22E-69	1.19E-68
PEX11A	29.06565053	0.952074284	0.054148598	17.58262103	3.35E-69	1.24E-68
ATP6V0B	2830.788746	0.382245254	0.021741991	17.58096795	3.45E-69	1.28E-68
ASUN	350.0924907	0.555298179	0.031593862	17.57614107	3.75E-69	1.39E-68
POMGNT1	315.4035646	0.667697532	0.037989601	17.5757976	3.78E-69	1.40E-68
RNF14	733.6375554	0.38795506	0.022091771	17.56106611	4.89E-69	1.81E-68
NUDT4	1235.804899	0.626913955	0.035709335	17.55602449	5.35E-69	1.98E-68
DNAJC21	592.5638946	0.508019055	0.028939731	17.55438042	5.51E-69	2.04E-68
JRKL	98.91379865	0.711741966	0.040546833	17.55357715	5.58E-69	2.07E-68
NUCKS1	2819.65207	0.541234038	0.030837058	17.55141642	5.80E-69	2.15E-68
SMC5	701.8692617	0.438817909	0.025006164	17.54838934	6.12E-69	2.26E-68
TAB3	977.9166534	0.401513789	0.022885013	17.54483575	6.51E-69	2.41E-68
COX20	323.9426458	0.476756534	0.027175033	17.54391717	6.62E-69	2.45E-68
ZNF34	82.60017799	0.600353811	0.034220776	17.54354739	6.66E-69	2.46E-68
FAM185A	46.76923756	0.518170694	0.029543818	17.53905656	7.21E-69	2.66E-68
STYX	1153.431346	-0.370902573	0.021150249	-17.53655861	7.54E-69	2.78E-68
ZNF35	118.4508198	0.481208041	0.027443817	17.53429726	7.84E-69	2.90E-68
IER3IP1	494.4251831	0.364127143	0.020774202	17.52785226	8.78E-69	3.24E-68
CCR1	10845.47769	-0.932898384	0.053225917	-17.52714543	8.89E-69	3.28E-68
RNF167	717.7557477	0.455217021	0.025973006	17.52654325	8.99E-69	3.32E-68
LIMD1-AS1	292.1483566	-1.10111935	0.062839402	-17.52275348	9.61E-69	3.54E-68
FAM115A	741.5604421	-0.460935814	0.026316723	-17.51493987	1.10E-68	4.07E-68
HCG4	26.73060613	-2.140638783	0.122256011	-17.50947673	1.21E-68	4.47E-68
UHRF1BP1	2505.733282	-0.596792963	0.03408489	-17.50901828	1.22E-68	4.51E-68
FGD6	614.591057	-0.841021325	0.048037377	-17.50764461	1.25E-68	4.62E-68
EIF4E	742.2065976	0.417564959	0.023850569	17.50754729	1.25E-68	4.63E-68
U2AF2	1578.31479	0.38750576	0.022135527	17.50605504	1.29E-68	4.75E-68
TXNDC12	1398.581359	0.285879842	0.016338956	17.49682388	1.51E-68	5.58E-68
GAREM	3394.787547	0.515954749	0.029491494	17.4950359	1.56E-68	5.76E-68
